ID,username,date,text
509,程宝贝健康顾问,2022年01月30日 18:15,刘学州弟弟的事件对我感触很深，每天都在查看最新消息，虽然网暴者得到了惩罚，但是最大的罪魁祸首其父母还没得到应有的惩罚，还有那个猥琐男老师，劝退学的中学校长，还有那个三十多岁的男人，帽子叔叔等等……天网恢恢疏而不漏，还社会一个公道，让刘学州走的没有遗憾！！ ​
510,CH1680,2022年01月30日 18:11,#刘学州去世#出生被父母卖掉，四岁养父母双亡，二年级开始寄宿制学校遭遇校园霸凌。15岁全网寻找到亲生父母，以为找到了家却再次被伤害。媒体恶意报道，遭到网暴。这真是年度最悲惨的事情！真希望他没有找到亲生父母！网暴孩子的这些人为了流量像不像鲁迅笔下一个个拿着馒头等待蘸血吃的人，所以每个人 ​  展开c
511,土而不豪_z,2022年01月30日 18:10,为什么活着的时候不被关注，#鹿道森##刘学州# 真讽刺，当然我不需要你们关注，因为我不是懦夫弱者 2三亚 L漂泊的木头人_z的微博视频 ​
512,yu吖0207,2022年01月30日 18:08,#刘学州# 小傻瓜，你一定是去做天使了，害得我们这些陌生人为你哭了那么久，以后要做一个快乐的小孩子呀 O绿洲 ​
513,电视剧飘帅,2022年01月30日 18:03,【#律师呼吁立法打击网络暴力# ：键盘侠应为自己的言行负责】据@后浪视频  报道：1月24日，据媒体消息，河北寻亲男孩#刘学州#已离世。据此前报道和他留下的遗书显示，刘学州出生后疑被父母卖掉，4岁时养父母去世，近日在经历寻亲事件后遭遇网暴。据悉，刘学州在三亚吃了几十片抗抑郁类的药，被好心人发 ​  展开c
514,若131z,2022年01月30日 17:57,待了三个月终于有心情和时间出门玩一趟，然后刚到我就提刘学州的事，吵架，逛逛，又吵，回家得了，好累。我真优秀。回家一趟药不能断的药还没了，还懒得去医院来着，烦死了 ​
515,帆船itolwfnyjj,2022年01月30日 17:57,『平局：用谣言逼死刘学州前两天，他们还想逼死我！！而这之前，他们已经逼死了很多人~』O平局：用谣言逼死刘学州前两天，他们还想逼死我！！而这之前，他们已经逼死了很多人~ ​
516,姜念有座城,2022年01月30日 17:52,心脏病去世的爸爸，医院门口流产的妈妈，寻子的农民工，去世的刘学州，还有徐州被铁链拴着，生育八个孩子的女人。这就是2022年的开端，谁能真心快乐地过这个年呢？ ​
517,爱豆是你,2022年01月30日 17:45,#刘学州#@刘学州a 生时既轻，还时亦净，          15岁的州州，就这样的走了。他不应该是这个结局。他还有大好的未来等着他，会有很多人爱他，有漂亮的老婆和可爱的孩子。为什么这样对他呢？他是那么的好。那么的棒！每每刷到关于他的视频，都好痛，好痛。这是对这个世界和人有多失望啊！真想抱抱他 ​  展开c
518,rhdhdgd,2022年01月30日 17:29,#刘学州# “他说他喜欢海” L用户7556673025的微博视频 ​
519,自媒体888,2022年01月30日 17:28,#刘学州# O邢台南宫烟花爆炸致一死两伤 没有医疗费两伤者治疗陷这条2019年的博客文章，记叙的应是刘学州四岁时养父母家那场烟花爆炸事故。文中孙某，应是学州的养母。因付不起继续住院的高昂医疗费，她(养)妈妈和另一伤者放弃了继续的住院治疗。按照学州的回忆，她养母回家后不久就故去了。如果当时能获得医疗救助，估计学州的(养)妈 ​  展开c
520,叫我国王好了,2022年01月30日 17:28,#刘学州# 打个记号，认清世界 ​
521,啊啾恰火锅,2022年01月30日 17:26,#臭蛋抄袭#太下头了，找了一堆一个公司的日本博主去抹黑一个个人博主，还好玲子自个有钱不在乎这些，不然这不是变相杀人吗？刘学州的事情刚过去没多久现在又要重演？ ​
522,TshPkBfs,2022年01月30日 17:24,如果能重来，刘学州，要在这混沌世界大开杀戒。K闹海 (@网易云音乐) ​
523,帅的你呆了,2022年01月30日 17:22,我发表了头条文章:《从黄晓明杨颖离婚到刘学州之死，婚姻改革迫在眉睫，扣分制值得参考》 O从黄晓明杨颖离婚到刘学州之死，婚姻改革迫在眉睫，扣分制值得参考 ​
524,sleepless侍书,2022年01月30日 17:17,#徐州丰县生育八孩女子情况##官方通报徐州丰县生育八孩女子情况# 想想最近的新闻 走失的男孩子最后找到了都起码是个全乎人 哪怕是刘学州 他养父母家对他也很好走失的女孩呢 不是疯了就是死了女孩真的惨 ​​​
525,我想养猫养狗不想养你,2022年01月30日 17:08,当代年轻人以后一定要教育好孩子，从刘学州事件看的出来，小时候就被校园暴力，为什么会有这么多校园暴力，家长如果管教，还会有这么多校园暴力，还会有这么多从小就看不起人吗？人之初性本恶，父母的后天教育是让你向善，让你叫哥哥姐姐叔叔阿姨，是为了尊重别人。我们管不了别人，还管不了自己的孩子 ​  展开c
526,青海戒毒,2022年01月30日 17:07,#微博拟上线一键隔离网络暴力模式##乌合之众的网暴行为真的管不了吗#【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规 ​  展开c
527,马太的少数派,2022年01月30日 16:51,一直觉得陈凯歌拍的电影不咋地，直到最近又把搜索翻出来看了下，才觉得，历史在重演。刘学州何愁不是现实版的叶蓝秋。 ​
528,mikelost,2022年01月30日 16:49,完全没有要过年的觉悟，这些日子都是混混沌沌，总感觉自己活在梦中，又幻想一些超自然的事。从一开始他刷到他寻亲，关注他，又看到他认亲成功，看他父亲饭局上没心没肺的笑容，替他感到不快，后来又看他母亲在微信上对他的关心，以及后来见面，我还感叹，还是母亲好啊，没想到是另一个深渊。这短短一 ​  展开c
529,萌掌,2022年01月30日 16:47,如果孤独是长在我们心中的一株植物，那么他必然是一颗仙人掌，他默默地无声地生长着，这个过程必定使我们隐隐刺痛，请不要害怕，更不要彷徨，只需要让他慢慢成长。远离他人，远离喧嚣，它让我们更清醒地审视自己，让我们的心更加坚强和宽阔。直到一天，终会开出一朵不一样的花朵。刘学州，来生幸福！ ​
530,我独坐山外小阁楼夜听雨,2022年01月30日 16:39,虽然网友的猜测和观点有失偏颇，但是如果深思一下，现实远远比电影更加讽刺，《盲山》窥破的只是人性黑暗的一角而已。​在2022年的春节之前，全面建成小康社会的今天，还有不只是一个女性没有受到法律的保护和应有的人权，包括前几天的刘学州事件，何以为家的故事正在现实之中反复上演，这些悲哀是整 ​  展开c
531,想吃鲜虾腐竹卷的振鹭,2022年01月30日 16:32,这两天的热点课 话题都很沉重边听边哭 心里很难受昨天的是关于孤独终老刚才听完的一节是刘学州之死我觉得新京报真的很过分作为主流媒体 没有完全承担起自己的责任15岁 真的太年轻了又同情又心疼真的太可怜了 ​
532,凉薄学姐,2022年01月30日 16:26,我发表了头条文章:《#河北寻亲男孩刘学州已死亡#》 O#河北寻亲男孩刘学州已死亡# ​
533,樱子花开ot,2022年01月30日 16:21,1.. 曾舜晞家里用钱帮他摆平了和公司的官司，他现在资源慢慢好起来了，都是央视的资源，尚雯婕那边也搞不了什么事情。 2. 爽现在迷信了很多，为了赚到钱，什么法事、手段都愿意去试，最近还开始吃起了符纸，说是有转运的功效。3.王宝强现在就是低调，免得给前妻看到他热度高，就又跳出来找他麻烦没 ​  展开c
534,寂寞的季末14409,2022年01月30日 16:20,州州弟刘学州博取关注？卖惨为了钱？人家没炒作，没买热搜，没哭着要钱，说的是实话，把自己阳光的一面给大家，说这种的人神经病一群 ​
535,超人驾驶员,2022年01月30日 16:04,#刘学州遗体已火化#刘学州走了可是这个世界上还有多少个活着的刘学州呢. ​
536,海洋123一蓑烟雨,2022年01月30日 15:54,#刘学州##刘学州去世##刘学州曾连发数条字母动态组合意为重生# 哎，从他看到孙海洋一家团聚而坚定了寻亲的信念，直到今天，不过五十天而已，而对于他来说，却是翻天覆地不可逆的改变，从满怀欣喜，到万念俱灰，再到化为尘土……实在是太令人悲伤了。估计电视剧都不敢这样拍，拍出来也没人信吧！​比我 ​  展开c
537,鸣人出场了叫我,2022年01月30日 15:43,#刘学州#每日一问 伤害刘学州的人遭报应了吗 ​
538,H轨迹J,2022年01月30日 15:41,其实#鹿道森##刘学州# 他们更像是一种缩影，把他们的经历划分成许多部分，或许可以成为许多人的缩影. ​
539,爱上小汉口,2022年01月30日 15:31,刘学州遗体火化亲生父母未到场，什么样的父母会有这么狠心！舅舅：打算将骨灰带回养父母的老家！ ##快手# @快手 L七七正能量❣️的快手视频 ​
540,云青娘娘,2022年01月30日 15:31,刘学州     我想喊一下你的名字！如果你还在，我有好多话要跟你说。你不在了，话又不想说了。我理解 我明白 我懂得 我知道  。刘学州你应该把药给我！我也吃点！够了！够了！够了 ​
541,法治未央,2022年01月30日 15:29,#乌合之众的网暴行为真的管不了吗#【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规有明确规定，网暴行为如侵犯公民个 ​  展开c
542,跑调的河马,2022年01月30日 15:24,花了两天时间把《开端》看完。这剧播出时间与刘学州事件有重叠，希望能起一些正面作用吧。这两年国产精品剧出现频率变高了，是个好现象。 2温州 ​
543,程秀清玺,2022年01月30日 15:24,网爆真的很讨人厌，刘学州的例子犹历历在目，现在这个网爆又发生到了身边人的身上 什么时候这些键盘侠能够收到惩罚，什么时候这些肆无忌惮的人能够得到相应的惩罚，有些人由于网爆而患上阴郁症，有些人由于网爆而失去生命，有时候我们是否应该想一想，网爆，真的离我们的现实生活很远吗？饭圈乱象为何 ​  展开c
544,向生活进击的菇凉,2022年01月30日 15:18,#刘学州#鲁迅随感录二十五，照Otto Weininger 对女人的分类方法，“男人便也可以分做 父男 和 嫖男 两类了。但这父男一类，却又可以分成两种：其一是孩子之父，其一是人之父。第一种只会生，不会教，还带点嫖男的气息。第二种是生了孩子，还要想怎样教育，才能使这生下来的孩子，将来成一个完全的人。 ​  展开c
545,楚天在上,2022年01月30日 15:14,#刘学州#当你死去 世界开始爱你 ​
546,橘月离,2022年01月30日 15:12,#刘学州#下辈子，去好人家吧 ​
547,喜欢煮泡面的阿喵,2022年01月30日 15:12,#刘学州# 要新年了，这个事情的后续还有多少人关注 ​
548,白金一只喵,2022年01月30日 15:11,#徐州丰县生育八孩女子情况#刘学州走之前，我不知道他受到的苦难，他走了，我到现在还在难受。我悔恨过，觉得因为什么都不做，如果当时知道的话，过去说句安慰的话，也许就没那么多悔恨。那么现在，这个无法说话的女人，我一定要为她做点什么。也许只有一直在这里说话，我才能心安。我想起19 ​  展开c
